name,price,Brand,Collection,Series,Model No,Features,Movement,Calibre,Case Size,Case Thickness,Case Shape,Case Material,Case Back,Glass Material,Luminosity,Dial Colour,Hands,Indexes,Strap Material,Strap Colour,Clasp Type,Buckle/Clasp Material,EAN,Gender,Water Resistance (M),Warranty Period,Country of Origin,Reference,Display,Power Reserve,Jewels,Frequency,Precious Stone,Interchangeable Strap,Bezel,Lug Width,Limited Edition,Diameter,Date,Chronograph,Base,Frequency (bph),Power Reserve (hours),jewels,Dial Type
"Toccata Men's Classic Steel Blue Dial Quartz Watch, 39 mm",95000,Raymond Weil,Toccata,,5485-ST-50001,Date,Quartz,,39.0,7.89,Round,Steel,,Sapphire Crystal,,Blue,Stick,Baton,Steel,Silver,Folding Clasp with Push Buttons,Steel,,Men,50,2 Years + 1 year warranty extension by registering here,Switzerland,,,,,,,0,,19.0,0,,,,,,,,
Argonaut Bronze,380000,Bremont,Armed Forces,Argonaut,ARGONAUT-BZ-SAR-R-AS,Date,Automatic,BE-92AV,42.0,12.7,Round,Bronze,,Sapphire Crystal,"On Hands, Hour Markers",Blue,Pencil,Arabic Numerals,Fabric,Blue,Pin Buckle,Bronze,,Men,300,3 Years,England,BE-92AV,Analog,approx. 38 hours,25.0,28800 bph,,0,Bi-directional Rotating Bezel,20.0,0,,,,,28800.0,0.38,,
Argonaut Bronze,380000,Bremont,Armed Forces,Argonaut,ARGONAUT-BZ-BK-R-AS,Date,Automatic,BE-92AV,42.0,12.7,Round,Bronze,,Sapphire Crystal,"On Hands, Hour Markers",Black,Pencil,Arabic Numerals,Sailcloth,Black,Pin Buckle,Bronze,,Men,300,3 Years,England,BE-92AV,Analog,approx. 38 hours,25.0,28800 bph,,0,Bi-directional Rotating Bezel,20.0,0,,,,,28800.0,0.38,,
Antarctic Spider Salmon No Date,114000,Nivada Grenchen,Antarctic,Antarctic Spider,32050A12,,Automatic,Soprod P024,38.0,11.45,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers",Salmon,Dauphine,Baton,Steel,Silver,Deployant Buckle,Steel,,Men,100,2 Years,Switzerland,Soprod P024,Analog,Approx. 38 hours,25.0,28800 bph,,0,,,0,,,,,28800.0,0.38,,
Super Antarctic 3.6.9 Brown No Vintage Effect - White Luminous,114000,Nivada Grenchen,Antarctic,Super Antarctic 3.6.9,32040A04,,Automatic,Soprod P024,38.0,12.0,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers",Brown,Lollipop,Arabic Numerals,Steel,Silver,Folding Clasp,Steel,,Men,100,2 Years,Switzerland,Soprod P024,Analog,Approx. 38 hours,25.0,28800 bph,,0,,20.0,0,,,,,28800.0,0.38,,
Super Antarctic - Yellow,114000,Nivada Grenchen,Antarctic,Super Antarctic,32024A04,,Automatic,Soprod P024,38.0,12.0,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers",Black,Lollipop,,Steel,Silver,Folding Clasp,Steel,,Men,100,2 Years,Switzerland,Soprod P024,Analog,Approx. 38 hours,25.0,28800 bph,,0,,20.0,0,,,,,28800.0,0.38,,
Super Antarctic 3.6.9 Black,114000,Nivada Grenchen,Antarctic,Super Antarctic,32032A20,,Automatic,Soprod P024,38.0,12.0,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers",Black,Lollipop,Arabic Numerals,Steel,Silver,Folding Clasp,Steel,,Men,100,2 Years,Switzerland,Soprod P024,Analog,Approx. 38 hours,25.0,28800 bph,,0,,20.0,0,,,,,28800.0,0.38,,
Aquis Chronograph,440000,Oris,Aquis,Aquis Chronograph,01 771 7793 4155-07 8 23 01PEB,"Chronograph, Date, Small Seconds",Automatic,771,43.5,,Round,Steel & Ceramic,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Blue,,,Steel,Silver,Folding Clasp,Steel,,Men,300,"2 Years, register on My Oris to extend your warranty for free to 3 Years",Switzerland,771,Analog,Approx. 48 hours,27.0,28800 bph,,0,Unidirectional Rotating Bezel,23.0,0,,,,,28800.0,0.48,,
Epic X Chrono 44 mm Rose Gold & Black Ceramic,3800000,Jacob & Co.,Epic X Chrono,,EC430.43.AB.AA.ABRUA,"Chronograph, Small Seconds",Automatic,JCAA05,44.0,14.0,Round,Rose Gold & Ceramic,See-through Case Back,Sapphire Crystal,On Hands,Black,,,Rubber,Black,Deployment Buckle,Rose Gold & Titanium,,Men,200,2 Years,Switzerland,JCAA05,Analog,Approx. 48 hours,27.0,28800 bph,,0,,,0,,,,,28800.0,0.48,,
"Riviera Automatic Watch, Date Display - 42 mm",305000,Baume & Mercier,Riviera,,MOA10763,Date,Automatic,BM 11200,42.0,10.66,Dodecagon,Steel & Black ADLC,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Green,Dauphine,Roman Numerals,Rubber,Black,Folding Clasp,Steel,,Men,100,2 Years,Switzerland,BM 11200,Analog,Approx. 38 hours,26.0,28800 bph,,0,,,0,,,,,28800.0,0.38,,
"Riviera Automatic Watch, Steel-ADLC - 42 mm",305000,Baume & Mercier,Riviera,,MOA10768,Date,Automatic,BM 11200,42.0,10.66,Dodecagon,Steel & Black ADLC,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Blue,Dauphine,Roman Numerals,Rubber,Black,Folding Clasp,Steel,,Men,100,2 Years,Switzerland,BM 11200,Analog,Approx. 38 hours,26.0,28800 bph,,1,,,0,,,,,28800.0,0.38,,
Depthmaster Bronze,191000,Nivada Grenchen,Depthmaster,Bronze Depthmaster,14123A01,Helium Escape Valve,Automatic,Soprod P024,39.0,13.0,Cushion,Bronze & Ceramic,,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Black,Lollipop,Arabic Numerals,Rubber,Black,Pin Buckle,Bronze,,Men,1000,2 Years,Switzerland,Soprod P024,Analog,Approx. 38 hours,25.0,28800 bph,,1,,20.0,0,,,,,28800.0,0.38,,
Orange Depthmaster,109000,Nivada Grenchen,Depthmaster,Orange Depthmaster,14127A14,Helium Escape Valve,Automatic,Soprod P024,39.0,13.0,Cushion,Steel,,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Orange,Arrow,Arabic Numerals,Leather,Brown,Pin Buckle,Steel,,Men,1000,2 Years,Switzerland,Soprod P024,Analog,Approx. 38 hours,25.0,28800 bph,,1,,20.0,0,,,,,28800.0,0.38,,
Super Antarctic - Yellow,92000,Nivada Grenchen,Antarctic,Super Antarctic,32024A01,,Automatic,Soprod P024,38.0,12.0,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers",Black,Lollipop,,Rubber,Black,Pin Buckle,Steel,,Men,100,2 Years,Switzerland,Soprod P024,Analog,Approx. 38 hours,25.0,28800 bph,,0,,20.0,0,,,,,28800.0,0.38,,
Super Antarctic - White,92000,Nivada Grenchen,Antarctic,Super Antarctic,32025A02,,Automatic,Soprod P024,38.0,12.0,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers",Black,Lollipop,,Leather,Brown,Pin Buckle,Steel,,Men,100,2 Years,Switzerland,Soprod P024,Analog,Approx. 38 hours,25.0,28800 bph,,1,,20.0,0,,,,,28800.0,0.38,,
Super Antarctic 3.6.9 Tropical,114000,Nivada Grenchen,Antarctic,Super Antarctic 3.6.9,32031A04,,Automatic,Soprod P024,38.0,12.0,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers",Brown,Lollipop,Arabic Numerals,Steel,Silver,Folding Clasp,Steel,,Men,100,2 Years,Switzerland,Soprod P024,Analog,Approx. 38 hours,25.0,28800 bph,,0,,20.0,0,,,,,28800.0,0.38,,
Antarctic Diver,109000,Nivada Grenchen,Antarctic,Antarctic Diver,32038A16,Date,Automatic,Soprod P024,38.0,12.9,Round,Steel & Ceramic,,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Black,Baton,Baton,Leather,Brown,Pin Buckle,Steel,,Men,200,2 Years,Switzerland,Soprod P024,Analog,Approx. 38 hours,25.0,28800 bph,,1,Bi-directional Rotating Bezel,20.0,0,,,,,28800.0,0.38,,
Super Antarctic 3.6.9 Brown No Vintage Effect - White Luminous,92000,Nivada Grenchen,Antarctic,Super Antarctic 3.6.9,32040A23,,Automatic,Soprod P024,38.0,12.0,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers",Brown,Lollipop,Arabic Numerals,Leather,Brown,Pin Buckle,Steel,,Men,100,2 Years,Switzerland,Soprod P024,Analog,Approx. 38 hours,25.0,28800 bph,,1,,20.0,0,,,,,28800.0,0.38,,
Antarctic 35mm - Eggshell Beige Luminova,92000,Nivada Grenchen,Antarctic,Antarctic 35mm,35001M41,,Manual Winding,Landeron 21,35.0,10.1,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers",Beige,Dauphine,Arabic Numerals,Leather,Brown,Pin Buckle,Steel,,Men,50,2 Years,Switzerland,Landeron 21,Analog,Approx. 36 hours,18.0,28800 bph,,1,,16.0,0,,,,,28800.0,0.36,,
Antarctic 35mm - Black White Luminova,92000,Nivada Grenchen,Antarctic,Antarctic 35mm,35002M01,,Manual Winding,Landeron 21,35.0,10.1,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers",Black,Dauphine,Arabic Numerals,Rubber,Black,Pin Buckle,Steel,,Men,50,2 Years,Switzerland,Landeron 21,Analog,Approx. 36 hours,18.0,28800 bph,,1,,16.0,0,,,,,28800.0,0.36,,
TYPE 3 Black Black 2,4290000,Ressence,Type 3,,TYPE 3.5 BB2,"Day-Date, Oil Temperature",Automatic,ROCS 3.5,44.0,15.0,Round,Titanium & Black DLC,,Sapphire Crystal,"On Hands, Hour Markers",Black,,Arabic Numerals,Leather,Black,Pin Buckle,,,Men,Splash Resistant,2 Years,Switzerland,ROCS 3.5,Analog,Approx. 36 hours,47.0,28800 bph,,0,,22.0,0,,,,2824/2,28800.0,0.36,,
BR 03-92 Diver Tara 42 mm,540000,Bell & Ross,Instruments,BR 03 Diver,BR0392-D-TR-CE/SRB,Date,Automatic,BR-CAL.302,42.0,9.8,Square,Ceramic,,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Blue,,,Rubber,Blue,Pin Buckle,Steel & Blue PVD,,Men,300,2 Years,Switzerland,BR-CAL.302,Analog,Approx. 54 hours,25.0,28800 bph,,0,Unidirectional Rotating Bezel,,1,,,,,28800.0,0.54,,
Aikon Quartz Chronograph,126000,Maurice Lacroix,Aikon,Aikon Quartz,AI1118-SS002-330-1,"Chronograph, Date, Small Seconds, 1/10th Seconds",Quartz,,42.0,11.0,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers",Black,,Baton,Steel,Silver,Butterfly Clasp With Push Button,Steel,,Men,100,2 Years,Switzerland,,,,,,,1,,25.0,0,,,,,,,,
Aikon Quartz Chronograph,126000,Maurice Lacroix,Aikon,Aikon Quartz,AI1118-SS002-430-1,"Chronograph, Date, Small Seconds, 1/10th Seconds",Quartz,,42.0,11.0,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers",Blue,,Baton,Steel,Silver,Butterfly Clasp With Push Button,Steel,,Men,100,2 Years,Switzerland,,,,,,,1,,25.0,0,,,,,,,,
Longines Spirit Flyback,601000,Longines,Longines Spirit,,L3.821.5.53.2,"Flyback Chronograph, Small Seconds",Automatic,L791.4,42.0,17.0,Round,Steel & Yellow Gold Cap,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Green,,Arabic Numerals,Leather,Green,Folding Clasp,Steel,,Men,100,5 Years,Switzerland,L791.4,Analog,Approx. 68 hours,28.0,28800 bph,,1,Bi-directional Rotating Bezel,22.0,0,,,,,28800.0,0.68,,
La Grande Classique De Longines,157000,Longines,La Grande Classique De Longines,,L4.866.4.97.6,,Quartz,,38.0,5.4,Round,Steel,,Sapphire Crystal,,Blue,,Diamond,Steel,Silver,Triple Folding Clasp With Push Buttons,Steel,,Women,30,2 Years,Switzerland,,,,,,On Dial,0,,20.0,0,,,,,,,,
Seascoper 300,186000,Titoni,Seascoper,Seascoper 300,83300 S-BE-718,Date,Automatic,Sellita SW200-1,42.0,12.5,Round,Steel & Ceramic,,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Blue,,,Steel,Silver,Folding Clasp,Steel,,Men,300,2 Years + 1 year warranty extension by registering here,Switzerland,Sellita SW200-1,Analog,Approx. 38 hours,26.0,28800 bph,,0,Unidirectional Rotating Bezel,20.0,0,,,,,28800.0,0.38,,
Master Control Chronograph Calendar,3040000,Jaeger-LeCoultre,Master Control,,Q413257J,"Chronograph, Day-Date, Moon Phase, Pulsometer, Small Seconds, Month",Automatic,759,40.0,12.05,Round,Rose Gold,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Black,Dauphine,Wedge,Leather,Black,Pin Buckle,Rose Gold,,Men,50,2 Years + 6 years warranty extension by registering here,Switzerland,759,Analog,Approx. 65 hours,37.0,28800 bph,,1,,20.0,0,,,,,28800.0,0.65,,
Polaris Mariner Memovox,1930000,Jaeger-LeCoultre,Polaris,,Q903818J,"Alarm, Date",Automatic,956,42.0,15.63,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Blue,Pencil,Arabic Numerals,Steel,Silver,Double Folding Clasp,Steel,,Men,300,2 Years + 6 years warranty extension by registering here,Switzerland,956,Analog,Approx. 44 hours,24.0,28800 bph,,1,Internal Unidirectional Rotating Bezel,20.0,0,,,,,28800.0,0.44,,
Heritage Collection,670000,Grand Seiko,Heritage,,SBGJ267G,"Date, GMT",Automatic,9S86,40.0,14.0,Round,Steel,See-through Case Back,Sapphire Crystal,,Blue,Dauphine,Baton,Steel,Silver,Folding Clasp,Steel,,Men,100,5 Years,Japan,9S86,Analog,Approx. 55 hours,37.0,36000 bph,,0,,19.0,0,,,,,36000.0,0.55,,
Evolution 9 Collection,870000,Grand Seiko,Evolution 9,,SLGH019G,Date,Automatic,9SA5,40.0,11.7,Round,Titanium,See-through Case Back,Sapphire Crystal,,Blue,,Baton,Titanium,Silver,Folding Clasp,Titanium,,Men,100,5 Years,Japan,9SA5,Analog,Approx. 80 hours,47.0,36000 bph,,0,,22.0,0,,,,,36000.0,0.8,,
5 Sports ‘Pepper Black’ 1968 Recreation Limited Edition,40000,Seiko,5 Sports,Sports Series,SRPL05K1,Day-Date,Automatic,4R36,38.5,12.4,Round,Steel,,Hardlex Crystal,"On Hands, Hour Markers & Bezel",Black,Baton,Baton,Steel,Silver,Triple Folding Clasp With Push Buttons,Steel,,Men,100,2 Years,Japan,4R36,Analog,Approx. 41 hours,24.0,21600 bph,,0,Bi-directional Rotating Bezel,20.0,1,,,,,21600.0,0.41,,
Elegance Collection,450000,Grand Seiko,Elegance,,SBGW301G,,Manual Winding,9S64,37.3,11.7,Round,Steel,See-through Case Back,Sapphire Crystal,,Ivory,Dauphine,Baton,Leather,Black,Pin Buckle,Steel,,Unisex,Splash Resistant,5 Years,Japan,9S64,Analog,Approx. 72 hours,24.0,28800 bph,,0,,19.0,0,,,,,28800.0,0.72,,
Evolution 9 Collection,1000000,Grand Seiko,Evolution 9,,SLGW003G,,Manual Winding,9SA4,38.6,9.95,Round,Titanium,See-through Case Back,Sapphire Crystal,,Silver,Dauphine,Baton,Leather,Black,Triple Folding Clasp With Push Buttons,Titanium,,Men,Splash Resistant,5 Years,Japan,9SA4,Analog,Approx. 80 hours,47.0,36000 bph,,0,,20.0,0,,,,,36000.0,0.8,,
Conquest,296000,Longines,Conquest,,L3.430.5.92.6,Date,Automatic,L888.5,34.0,10.9,Round,Steel & Rose Gold Cap,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Blue,Alpha,Baton,Steel,Silver,Triple Folding Clasp With Push Buttons,Steel,,Women,100,5 Years,Switzerland,L888.5,Analog,Approx. 72 hours,21.0,25200 bph,,0,,17.0,0,,,,,25200.0,0.72,,
Conquest,296000,Longines,Conquest,,L3.430.5.98.6,Date,Automatic,L888.5,34.0,10.9,Round,Steel & Rose Gold Cap,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Purple,Alpha,Baton,Steel,Silver,Triple Folding Clasp With Push Buttons,Steel,,Women,100,5 Years,Switzerland,L888.5,Analog,Approx. 72 hours,21.0,25200 bph,,0,,17.0,0,,,,,25200.0,0.72,,
Hydroconquest,134000,Longines,HydroConquest,,L3.741.4.96.6,Date,Automatic,L888,39.0,11.9,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Blue,Snowflake,Arabic Numerals,Steel,Silver,Double Folding Clasp,Steel,,Men,300,5 Years,Switzerland,L888,Analog,Approx. 72 hours,21.0,25200 bph,,0,Unidirectional Rotating Bezel,19.0,0,,,,,25200.0,0.72,,
Tissot PRX Powermatic 80 40 mm,69500,Tissot,T-Classic,Tissot PRX,T137.407.11.351.01,Date,Automatic,11 1/2''',40.0,10.9,Tonneau,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Blue,Baton,Baton,Steel,Silver,Butterfly Clasp With Push Button,Steel,,Men,100,2 Years,Switzerland,11 1/2''',Analog,Approx. 80 hours,23.0,28800 bph,,0,,12.0,0,,,,,28800.0,0.8,,
Tissot PRX Powermatic 80 40 mm,69500,Tissot,T-Classic,Tissot PRX,T137.407.11.051.01,Date,Automatic,11 1/2''',40.0,10.9,Tonneau,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Blue,Baton,Baton,Steel,Silver,Butterfly Clasp With Push Button,Steel,,Men,100,2 Years,Switzerland,11 1/2''',Analog,Approx. 80 hours,23.0,28800 bph,,0,,12.0,0,,,,,28800.0,0.8,,
Octo Roma Chronograph,955000,BVLGARI,Octo,Roma,103932,"Chronograph, Date, Small Seconds",Automatic,BVL399,42.0,12.4,Octagon,Steel & Black DLC,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Black,Alpha,Arabic Numerals,Rubber,Black,Pin Buckle,,,Men,100,5 Years,Switzerland,BVL399,Analog,Approx. 42 hours,62.0,28800 bph,,0,,,0,,,,,28800.0,0.42,,
Endurance Pro 38,306900,Breitling,Professional,,X83310A71B1S1,"Chronograph, Compass, Date, Pulsometer, Small Seconds, 1/10th Seconds",SuperQuartz™,,38.0,12.1,Round,Breitlight®,,Sapphire Crystal,"On Hands, Hour Markers",Black,Pencil,Arabic Numerals,Rubber,White,Tang Buckle,Breitlight?,,Men,100,2 Years,Switzerland,,,,,,,0,Bi-directional Rotating Bezel,18.0,0,,,,,,,,
Premier B01 Chronograph,795200,Breitling,Premier,,AB0145331K1P2,"Chronograph, Date, Small Seconds, Tachymeter, 1/4th seconds",Automatic,Breitling 01 (Manufacture),42.0,13.6,Round,Steel,See-through Case Back,Sapphire Crystal,On Hands,Salmon,Syringe,Arabic Numerals,Leather,Brown,Folding Clasp,Steel,,Men,100,5 Years,Switzerland,Breitling 01 (Manufacture),Analog,Approx. 70 hours,41.0,28800 bph,,0,,22.0,0,,,,,28800.0,0.7,,
Chronomat B01 42,920800,Breitling,Chronomat,,UB0134101C1S1,"Chronograph, Date, Small Seconds, Tachymeter, 1/4th seconds",Automatic,Breitling 01 (Manufacture),42.0,15.1,Round,Steel & Rose Gold,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Blue,Baton,Baton,Rubber,Blue,Folding Clasp,Steel,,Men,200,5 Years,Switzerland,Breitling 01 (Manufacture),Analog,Approx. 70 hours,47.0,28800 bph,,0,Unidirectional Rotating Bezel,22.0,0,,,,,28800.0,0.7,,
Chronomat B01 42,753300,Breitling,Chronomat,,AB0134101L2S1,"Chronograph, Date, Small Seconds, Tachymeter, 1/4th seconds",Automatic,Breitling 01 (Manufacture),42.0,15.1,Round,Steel,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Green,Baton,Baton,Rubber,Green,Folding Clasp,Steel,,Men,200,5 Years,Switzerland,Breitling 01 (Manufacture),Analog,Approx. 70 hours,47.0,28800 bph,,0,Unidirectional Rotating Bezel,22.0,0,,,,,28800.0,0.7,,
Classics Moneta Moonphase,104000,Frederique Constant,Classics,Classics Moneta Moonphase,FC-206B3S6,Moon Phase,Quartz,,37.0,7.65,Round,Steel,,Sapphire Crystal,,Black,Dauphine,Wedge,Leather,Black,Pin Buckle,Steel,,Unisex,50,2 Years,Switzerland,,,,,,,0,,18.0,0,,,,,,,,
Classics Moneta Moonphase,104000,Frederique Constant,Classics,Classics Moneta Moonphase,FC-206N3S6,Moon Phase,Quartz,,37.0,7.65,Round,Steel,,Sapphire Crystal,,Blue,Dauphine,Wedge,Leather,Blue,Pin Buckle,Steel,,Unisex,50,2 Years,Switzerland,,,,,,,0,,18.0,0,,,,,,,,
Classics Carree Small Seconds,85000,Frederique Constant,Classics,Classics Carrée Small Seconds,FC-235S2C6,Small Seconds,Quartz,,36.0,5.85,Rectangular,Steel,,Sapphire Crystal,,Silver,Spade,Roman Numerals,Leather,Black,Pin Buckle,Steel,,Unisex,30,2 Years,Switzerland,,,,,,,0,,18.0,0,,,,,,,,
Classics Heart Beat Automatic,132500,Frederique Constant,Classics,Classics Heart Beat Automatic,FC-310MS5B6,Open Balance Wheel,Automatic,FC-310,40.0,11.3,Round,Steel,See-through Case Back,Sapphire Crystal,,Silver,Leaf,Roman Numerals,Leather,Black,Pin Buckle,Steel,,Men,50,2 Years,Switzerland,FC-310,Analog,Approx. 38 hours,26.0,28800 bph,,0,,20.0,0,,,,,28800.0,0.38,,
Classics Art Déco Carrée,114000,Frederique Constant,Classics,Classics Art Déco Carrée,FC-200MPW2AC3B,,Quartz,,28.0,6.0,Round,Steel & Yellow Gold PVD,,Sapphire Crystal,,White MOP,Breguet,Roman Numerals,Steel & Yellow Gold PVD,Silver & Yellow Gold,Butterfly Clasp,Steel,,Women,30,2 Years,Switzerland,,,,,,,0,,14.0,0,,,,,,,,
"Toccata Men's Classic Rectangular Two-tone Watch, 37 x 29 mm",115000,Raymond Weil,Toccata,,5425-STP-00308,Date,Quartz,,29.6,6.4,Rectangular,Steel & Yellow Gold PVD,,Sapphire Crystal,,White,Stick,Roman Numerals,Steel & Yellow Gold PVD,Silver & Yellow Gold,Folding Clasp with Push Buttons,Steel,,Men,50,2 Years + 1 year warranty extension by registering here,Switzerland,,,,,,,0,,20.0,0,,,,,,,,
"Toccata Men's Classic Gold PVD Leather Quartz Watch, 39 mm",100000,Raymond Weil,Toccata,,5485-PC-00359,Date,Quartz,,39.0,7.89,Round,Steel & Yellow Gold PVD,,Sapphire Crystal,,White,Stick,Roman Numerals,Leather,Black,Pin Buckle,Steel & Yellow Gold PVD,,Men,50,2 Years + 1 year warranty extension by registering here,Switzerland,,,,,,,0,,19.0,0,,,,,,,,
Fiaba Colours Edition,136000,Maurice Lacroix,Fiaba,Fiaba Colours Edition,FA1104-SS002-F20-1,,Quartz,,32.0,9.0,Round,Steel,,Sapphire Crystal,,Pink,Leaf,Arabic Numerals,Steel,Silver,Butterfly Clasp,Steel,,Women,50,2 Years,Switzerland,,,,,,On Dial,1,,17.0,0,,,,,,,,
max bill Hand Winding,108000,Junghans,max bill,max bill Hand Winding,027370102,,Manual Winding,J805.1,34.0,9.0,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers",Silver,Pencil,Arabic Numerals,Leather,Brown,Pin Buckle,Steel,,Women,50,2 Years,Germany,J805.1,Analog,Approx. 42 hours,25.0,28800 bph,,0,,20.0,0,,,,,28800.0,0.42,,
max bill Regulator Bauhaus,246000,Junghans,max bill,max bill Regulator Bauhaus,027449302,"Date, Small Seconds",Automatic,J800.5,40.0,10.9,Round,Steel,,Sapphire Crystal,"On Hands, Hour Markers",White,Pencil,Arabic Numerals,Leather,Black,Pin Buckle,Steel,,Men,50,2 Years,Germany,J800.5,Analog,Approx. 38 hours,25.0,28800 bph,,0,,20.0,0,,,,,28800.0,0.38,,
"Riviera 10765 Quartz Watch, Date Display, Diamond-Set - 33 mm",420000,Baume & Mercier,Riviera,,MOA10765,Date,Quartz,,33.0,9.22,Dodecagon,Steel,,Sapphire Crystal,"On Hands, Hour Markers",Blue,Dauphine,Roman Numerals,Steel,Silver,Butterfly Clasp,Steel,,Women,50,2 Years,Switzerland,,,,,,On Bezel,0,,,0,,,,,,,,
La Grande Classique De Longines,168000,Longines,La Grande Classique De Longines,,L4.512.2.37.8,,Quartz,,29.0,4.5,Round,Steel & Yellow Gold PVD,,Sapphire Crystal,,Yellow,Baton,Diamond,Steel & Yellow Gold PVD,Yellow Gold,Triple Folding Clasp With Push Buttons,Steel,,Women,30,2 Years,Switzerland,,,,,,On Dial,0,,16.0,0,,,,,,,,
La Grande Classique De Longines,168000,Longines,La Grande Classique De Longines,,L4.512.1.90.8,,Quartz,,29.0,4.5,Round,Steel & Rose Gold PVD,,Sapphire Crystal,,Red,Baton,Diamond,Steel & Rose Gold PVD,Rose Gold,Triple Folding Clasp With Push Buttons,Steel,,Women,30,2 Years,Switzerland,,,,,,On Dial,0,,16.0,0,,,,,,,,
La Grande Classique De Longines,143000,Longines,La Grande Classique De Longines,,L4.512.4.70.6,,Quartz,,29.0,4.5,Round,Steel,,Sapphire Crystal,,Grey,Baton,Diamond,Steel,Silver,Triple Folding Clasp With Push Buttons,Steel,,Women,30,2 Years,Switzerland,,,,,,On Dial,0,,16.0,0,,,,,,,,
Longines Dolcevita,139000,Longines,Longines DolceVita,,L5.255.4.71.5,"EOL Indicator, Small Seconds",Quartz,,20.8,6.9,Rectangular,Steel,,Sapphire Crystal,,Silver,Sword,Roman Numerals,Leather,Red,Pin Buckle,Steel,,Women,30,2 Years,Switzerland,,,,,,,1,,15.0,0,,,,,,,,
Seamaster Planet Ocean 600M 45.5 mm,1303300,Omega,Seamaster,Planet Ocean,215.92.46.51.01.003,"Chronograph, Date, Helium Escape Valve, Small Seconds, Countdown Indicator",Automatic,9900,45.5,19.0,Round,Ceramic,,Sapphire Crystal,"On Hands, Hour Markers & Bezel",Black,Arrow,Baton,Rubber,Black & Turquoise,Folding Clasp,Ceramic,,Men,600,5 Years,Switzerland,9900,Analog,Approx. 60 hours,54.0,28800 bph,,0,Unidirectional Rotating Bezel,22.0,0,,,,,28800.0,0.6,,
TAG Heuer Monaco Chronograph,1122000,TAG Heuer,Monaco,,CBL2184.FT6236,"Chronograph, Date, Small Seconds, 1/4th seconds",Automatic,Heuer 02,39.0,13.8,Square,Titanium & Black DLC,See-through Case Back,Sapphire Crystal,"On Hands, Hour Markers",Skeleton,Pencil,Baton,Rubber & Leather,Black,Folding Clasp with Push Buttons,Titanium & Black DLC,,Men,100,2 Years,Switzerland,Heuer 02,Analog,Approx. 80 hours,33.0,28800 bph,,0,,22.0,0,,,,,28800.0,0.8,,
